component,category,subcategory,changes_baseline_date,change_category,projected_fiscal_year,value
outlay,Total,Total,2002-08-01,Legislative,2002,16.004
outlay,Total,Total,2002-08-01,Legislative,2003,40.234
outlay,Total,Total,2002-08-01,Legislative,2004,41.599
outlay,Total,Total,2002-08-01,Legislative,2005,48.121
outlay,Total,Total,2002-08-01,Legislative,2006,48.645
outlay,Total,Total,2002-08-01,Legislative,2007,50.991
outlay,Total,Total,2002-08-01,Legislative,2008,54.85
outlay,Total,Total,2002-08-01,Legislative,2009,57.588
outlay,Total,Total,2002-08-01,Legislative,2010,60.296
outlay,Total,Total,2002-08-01,Legislative,2011,63.874
outlay,Total,Total,2002-08-01,Legislative,2012,67.38
outlay,Total,Total,2003-01-01,Economic,2002,-0.467
outlay,Total,Total,2003-01-01,Economic,2003,-14.341
outlay,Total,Total,2003-01-01,Economic,2004,-30.624
outlay,Total,Total,2003-01-01,Economic,2005,-25.302
outlay,Total,Total,2003-01-01,Economic,2006,-19.916
outlay,Total,Total,2003-01-01,Economic,2007,-17.836
outlay,Total,Total,2003-01-01,Economic,2008,-19.83
outlay,Total,Total,2003-01-01,Economic,2009,-20.12
outlay,Total,Total,2003-01-01,Economic,2010,-20.692
outlay,Total,Total,2003-01-01,Economic,2011,-21.685
outlay,Total,Total,2003-01-01,Economic,2012,-22.264
outlay,Total,Total,2003-01-01,Legislative,2002,0.0
outlay,Total,Total,2003-01-01,Legislative,2003,13.49
outlay,Total,Total,2003-01-01,Legislative,2004,9.788
outlay,Total,Total,2003-01-01,Legislative,2005,10.007
outlay,Total,Total,2003-01-01,Legislative,2006,7.816
outlay,Total,Total,2003-01-01,Legislative,2007,5.45
outlay,Total,Total,2003-01-01,Legislative,2008,4.29
outlay,Total,Total,2003-01-01,Legislative,2009,4.019
outlay,Total,Total,2003-01-01,Legislative,2010,4.38
outlay,Total,Total,2003-01-01,Legislative,2011,4.498
outlay,Total,Total,2003-01-01,Legislative,2012,4.632
outlay,Total,Total,2003-03-01,Economic,2003,0.0
outlay,Total,Total,2003-03-01,Economic,2004,0.0
outlay,Total,Total,2003-03-01,Economic,2005,0.0
outlay,Total,Total,2003-03-01,Economic,2006,0.0
outlay,Total,Total,2003-03-01,Economic,2007,0.0
outlay,Total,Total,2003-03-01,Economic,2008,0.0
outlay,Total,Total,2003-03-01,Economic,2009,0.0
outlay,Total,Total,2003-03-01,Economic,2010,0.0
outlay,Total,Total,2003-03-01,Economic,2011,0.0
outlay,Total,Total,2003-03-01,Economic,2012,0.0
outlay,Total,Total,2003-03-01,Economic,2013,0.0
outlay,Total,Total,2003-03-01,Legislative,2003,13.55
outlay,Total,Total,2003-03-01,Legislative,2004,22.211
outlay,Total,Total,2003-03-01,Legislative,2005,23.64
outlay,Total,Total,2003-03-01,Legislative,2006,26.224
outlay,Total,Total,2003-03-01,Legislative,2007,29.267
outlay,Total,Total,2003-03-01,Legislative,2008,32.466
outlay,Total,Total,2003-03-01,Legislative,2009,35.296
outlay,Total,Total,2003-03-01,Legislative,2010,37.313
outlay,Total,Total,2003-03-01,Legislative,2011,39.178
outlay,Total,Total,2003-03-01,Legislative,2012,40.975
outlay,Total,Total,2003-03-01,Legislative,2013,43.529
outlay,Total,Total,2003-08-01,Economic,2003,0.015
outlay,Total,Total,2003-08-01,Economic,2004,-11.6
outlay,Total,Total,2003-08-01,Economic,2005,-30.727
outlay,Total,Total,2003-08-01,Economic,2006,-33.806
outlay,Total,Total,2003-08-01,Economic,2007,-25.427
outlay,Total,Total,2003-08-01,Economic,2008,-16.497
outlay,Total,Total,2003-08-01,Economic,2009,-15.92
outlay,Total,Total,2003-08-01,Economic,2010,-17.061
outlay,Total,Total,2003-08-01,Economic,2011,-19.772
outlay,Total,Total,2003-08-01,Economic,2012,-23.744
outlay,Total,Total,2003-08-01,Economic,2013,-28.056
outlay,Total,Total,2003-08-01,Legislative,2003,45.716
outlay,Total,Total,2003-08-01,Legislative,2004,92.103
outlay,Total,Total,2003-08-01,Legislative,2005,101.045
outlay,Total,Total,2003-08-01,Legislative,2006,105.477
outlay,Total,Total,2003-08-01,Legislative,2007,116.976
outlay,Total,Total,2003-08-01,Legislative,2008,128.862
outlay,Total,Total,2003-08-01,Legislative,2009,139.719
outlay,Total,Total,2003-08-01,Legislative,2010,150.406
outlay,Total,Total,2003-08-01,Legislative,2011,161.725
outlay,Total,Total,2003-08-01,Legislative,2012,171.579
outlay,Total,Total,2003-08-01,Legislative,2013,184.091
outlay,Total,Total,2004-01-01,Economic,2003,0.543
outlay,Total,Total,2004-01-01,Economic,2004,-7.37
outlay,Total,Total,2004-01-01,Economic,2005,-15.25
outlay,Total,Total,2004-01-01,Economic,2006,-24.231
outlay,Total,Total,2004-01-01,Economic,2007,-34.055
outlay,Total,Total,2004-01-01,Economic,2008,-45.562
outlay,Total,Total,2004-01-01,Economic,2009,-55.521
outlay,Total,Total,2004-01-01,Economic,2010,-64.868
outlay,Total,Total,2004-01-01,Economic,2011,-72.64
outlay,Total,Total,2004-01-01,Economic,2012,-80.378
outlay,Total,Total,2004-01-01,Economic,2013,-88.079
outlay,Total,Total,2004-01-01,Legislative,2003,0.0
outlay,Total,Total,2004-01-01,Legislative,2004,4.674
outlay,Total,Total,2004-01-01,Legislative,2005,16.754
outlay,Total,Total,2004-01-01,Legislative,2006,44.595
outlay,Total,Total,2004-01-01,Legislative,2007,62.437
outlay,Total,Total,2004-01-01,Legislative,2008,70.216
outlay,Total,Total,2004-01-01,Legislative,2009,77.509
outlay,Total,Total,2004-01-01,Legislative,2010,86.335
outlay,Total,Total,2004-01-01,Legislative,2011,94.918
outlay,Total,Total,2004-01-01,Legislative,2012,105.844
outlay,Total,Total,2004-01-01,Legislative,2013,117.626
outlay,Total,Total,2004-03-01,Economic,2004,0.0
outlay,Total,Total,2004-03-01,Economic,2005,0.0
outlay,Total,Total,2004-03-01,Economic,2006,0.0
outlay,Total,Total,2004-03-01,Economic,2007,0.0
outlay,Total,Total,2004-03-01,Economic,2008,0.0
outlay,Total,Total,2004-03-01,Economic,2009,0.0
outlay,Total,Total,2004-03-01,Economic,2010,0.0
outlay,Total,Total,2004-03-01,Economic,2011,0.0
outlay,Total,Total,2004-03-01,Economic,2012,0.0
outlay,Total,Total,2004-03-01,Economic,2013,0.0
outlay,Total,Total,2004-03-01,Economic,2014,0.0
outlay,Total,Total,2004-03-01,Legislative,2004,-0.041
outlay,Total,Total,2004-03-01,Legislative,2005,-0.085
outlay,Total,Total,2004-03-01,Legislative,2006,-0.071
outlay,Total,Total,2004-03-01,Legislative,2007,-0.072
outlay,Total,Total,2004-03-01,Legislative,2008,-0.069
outlay,Total,Total,2004-03-01,Legislative,2009,-0.075
outlay,Total,Total,2004-03-01,Legislative,2010,-0.086
outlay,Total,Total,2004-03-01,Legislative,2011,-0.095
outlay,Total,Total,2004-03-01,Legislative,2012,-0.107
outlay,Total,Total,2004-03-01,Legislative,2013,-0.143
outlay,Total,Total,2004-03-01,Legislative,2014,-0.178
outlay,Total,Total,2004-09-01,Economic,2004,0.008
outlay,Total,Total,2004-09-01,Economic,2005,5.162
outlay,Total,Total,2004-09-01,Economic,2006,14.811
outlay,Total,Total,2004-09-01,Economic,2007,17.97
outlay,Total,Total,2004-09-01,Economic,2008,17.72
outlay,Total,Total,2004-09-01,Economic,2009,18.367
outlay,Total,Total,2004-09-01,Economic,2010,19.475
outlay,Total,Total,2004-09-01,Economic,2011,20.795
outlay,Total,Total,2004-09-01,Economic,2012,22.281
outlay,Total,Total,2004-09-01,Economic,2013,24.364
outlay,Total,Total,2004-09-01,Economic,2014,26.886
outlay,Total,Total,2004-09-01,Legislative,2004,0.594
outlay,Total,Total,2004-09-01,Legislative,2005,28.632
outlay,Total,Total,2004-09-01,Legislative,2006,38.322
outlay,Total,Total,2004-09-01,Legislative,2007,41.638
outlay,Total,Total,2004-09-01,Legislative,2008,44.572
outlay,Total,Total,2004-09-01,Legislative,2009,47.677
outlay,Total,Total,2004-09-01,Legislative,2010,50.969
outlay,Total,Total,2004-09-01,Legislative,2011,54.482
outlay,Total,Total,2004-09-01,Legislative,2012,58.132
outlay,Total,Total,2004-09-01,Legislative,2013,61.992
outlay,Total,Total,2004-09-01,Legislative,2014,66.036
outlay,Total,Total,2005-01-01,Economic,2004,-0.24
outlay,Total,Total,2005-01-01,Economic,2005,-2.53
outlay,Total,Total,2005-01-01,Economic,2006,3.379
outlay,Total,Total,2005-01-01,Economic,2007,6.253
outlay,Total,Total,2005-01-01,Economic,2008,5.632
outlay,Total,Total,2005-01-01,Economic,2009,13.458
outlay,Total,Total,2005-01-01,Economic,2010,3.781
outlay,Total,Total,2005-01-01,Economic,2011,6.467
outlay,Total,Total,2005-01-01,Economic,2012,4.008
outlay,Total,Total,2005-01-01,Economic,2013,1.776
outlay,Total,Total,2005-01-01,Economic,2014,-11.272
outlay,Total,Total,2005-01-01,Legislative,2004,0.0
outlay,Total,Total,2005-01-01,Legislative,2005,-25.866
outlay,Total,Total,2005-01-01,Legislative,2006,-73.704
outlay,Total,Total,2005-01-01,Legislative,2007,-103.406
outlay,Total,Total,2005-01-01,Legislative,2008,-113.895
outlay,Total,Total,2005-01-01,Legislative,2009,-119.481
outlay,Total,Total,2005-01-01,Legislative,2010,-129.573
outlay,Total,Total,2005-01-01,Legislative,2011,-141.982
outlay,Total,Total,2005-01-01,Legislative,2012,-150.885
outlay,Total,Total,2005-01-01,Legislative,2013,-161.111
outlay,Total,Total,2005-01-01,Legislative,2014,-170.776
outlay,Total,Total,2005-03-01,Economic,2005,0.0
outlay,Total,Total,2005-03-01,Economic,2006,0.0
outlay,Total,Total,2005-03-01,Economic,2007,0.0
outlay,Total,Total,2005-03-01,Economic,2008,0.0
outlay,Total,Total,2005-03-01,Economic,2009,0.0
outlay,Total,Total,2005-03-01,Economic,2010,0.0
outlay,Total,Total,2005-03-01,Economic,2011,0.0
outlay,Total,Total,2005-03-01,Economic,2012,0.0
outlay,Total,Total,2005-03-01,Economic,2013,0.0
outlay,Total,Total,2005-03-01,Economic,2014,0.0
outlay,Total,Total,2005-03-01,Economic,2015,0.0
outlay,Total,Total,2005-03-01,Legislative,2005,0.0
outlay,Total,Total,2005-03-01,Legislative,2006,0.0
outlay,Total,Total,2005-03-01,Legislative,2007,0.0
outlay,Total,Total,2005-03-01,Legislative,2008,0.0
outlay,Total,Total,2005-03-01,Legislative,2009,0.0
outlay,Total,Total,2005-03-01,Legislative,2010,0.0
outlay,Total,Total,2005-03-01,Legislative,2011,0.0
outlay,Total,Total,2005-03-01,Legislative,2012,0.0
outlay,Total,Total,2005-03-01,Legislative,2013,0.0
outlay,Total,Total,2005-03-01,Legislative,2014,0.0
outlay,Total,Total,2005-03-01,Legislative,2015,0.0
outlay,Total,Total,2005-08-01,Economic,2005,3.21
outlay,Total,Total,2005-08-01,Economic,2006,0.009
outlay,Total,Total,2005-08-01,Economic,2007,-0.401
outlay,Total,Total,2005-08-01,Economic,2008,5.31
outlay,Total,Total,2005-08-01,Economic,2009,7.609
outlay,Total,Total,2005-08-01,Economic,2010,10.093
outlay,Total,Total,2005-08-01,Economic,2011,11.516
outlay,Total,Total,2005-08-01,Economic,2012,13.457
outlay,Total,Total,2005-08-01,Economic,2013,14.597
outlay,Total,Total,2005-08-01,Economic,2014,16.382
outlay,Total,Total,2005-08-01,Economic,2015,18.693
outlay,Total,Total,2005-08-01,Legislative,2005,33.687
outlay,Total,Total,2005-08-01,Legislative,2006,79.874
outlay,Total,Total,2005-08-01,Legislative,2007,92.509
outlay,Total,Total,2005-08-01,Legislative,2008,100.899
outlay,Total,Total,2005-08-01,Legislative,2009,107.893
outlay,Total,Total,2005-08-01,Legislative,2010,115.524
outlay,Total,Total,2005-08-01,Legislative,2011,123.871
outlay,Total,Total,2005-08-01,Legislative,2012,130.813
outlay,Total,Total,2005-08-01,Legislative,2013,140.377
outlay,Total,Total,2005-08-01,Legislative,2014,149.852
outlay,Total,Total,2005-08-01,Legislative,2015,159.893
outlay,Total,Total,2006-01-01,Economic,2005,-0.183
outlay,Total,Total,2006-01-01,Economic,2006,8.771
outlay,Total,Total,2006-01-01,Economic,2007,3.482
outlay,Total,Total,2006-01-01,Economic,2008,-9.335
outlay,Total,Total,2006-01-01,Economic,2009,-17.231
outlay,Total,Total,2006-01-01,Economic,2010,-24.795
outlay,Total,Total,2006-01-01,Economic,2011,-31.191
outlay,Total,Total,2006-01-01,Economic,2012,-37.026
outlay,Total,Total,2006-01-01,Economic,2013,-41.822
outlay,Total,Total,2006-01-01,Economic,2014,-47.461
outlay,Total,Total,2006-01-01,Economic,2015,-51.419
outlay,Total,Total,2006-01-01,Legislative,2005,1.275
outlay,Total,Total,2006-01-01,Legislative,2006,34.072
outlay,Total,Total,2006-01-01,Legislative,2007,-7.545
outlay,Total,Total,2006-01-01,Legislative,2008,-14.343
outlay,Total,Total,2006-01-01,Legislative,2009,-18.33
outlay,Total,Total,2006-01-01,Legislative,2010,-21.574
outlay,Total,Total,2006-01-01,Legislative,2011,-24.371
outlay,Total,Total,2006-01-01,Legislative,2012,-25.835
outlay,Total,Total,2006-01-01,Legislative,2013,-28.612
outlay,Total,Total,2006-01-01,Legislative,2014,-31.508
outlay,Total,Total,2006-01-01,Legislative,2015,-33.816
outlay,Total,Total,2006-03-01,Economic,2006,0.0
outlay,Total,Total,2006-03-01,Economic,2007,0.0
outlay,Total,Total,2006-03-01,Economic,2008,0.0
outlay,Total,Total,2006-03-01,Economic,2009,0.0
outlay,Total,Total,2006-03-01,Economic,2010,0.0
outlay,Total,Total,2006-03-01,Economic,2011,0.0
outlay,Total,Total,2006-03-01,Economic,2012,0.0
outlay,Total,Total,2006-03-01,Economic,2013,0.0
outlay,Total,Total,2006-03-01,Economic,2014,0.0
outlay,Total,Total,2006-03-01,Economic,2015,0.0
outlay,Total,Total,2006-03-01,Economic,2016,0.0
outlay,Total,Total,2006-03-01,Legislative,2006,-4.944
outlay,Total,Total,2006-03-01,Legislative,2007,4.02
outlay,Total,Total,2006-03-01,Legislative,2008,-3.862
outlay,Total,Total,2006-03-01,Legislative,2009,-20.902
outlay,Total,Total,2006-03-01,Legislative,2010,-13.29
outlay,Total,Total,2006-03-01,Legislative,2011,-13.138
outlay,Total,Total,2006-03-01,Legislative,2012,-15.61
outlay,Total,Total,2006-03-01,Legislative,2013,-15.255
outlay,Total,Total,2006-03-01,Legislative,2014,-14.373
outlay,Total,Total,2006-03-01,Legislative,2015,-15.499
outlay,Total,Total,2006-03-01,Legislative,2016,-16.388
outlay,Total,Total,2006-08-01,Economic,2006,2.673
outlay,Total,Total,2006-08-01,Economic,2007,14.75
outlay,Total,Total,2006-08-01,Economic,2008,17.897
outlay,Total,Total,2006-08-01,Economic,2009,15.86
outlay,Total,Total,2006-08-01,Economic,2010,11.324
outlay,Total,Total,2006-08-01,Economic,2011,10.317
outlay,Total,Total,2006-08-01,Economic,2012,8.211
outlay,Total,Total,2006-08-01,Economic,2013,6.426
outlay,Total,Total,2006-08-01,Economic,2014,6.159
outlay,Total,Total,2006-08-01,Economic,2015,5.904
outlay,Total,Total,2006-08-01,Economic,2016,6.775
outlay,Total,Total,2006-08-01,Legislative,2006,26.009
outlay,Total,Total,2006-08-01,Legislative,2007,71.603
outlay,Total,Total,2006-08-01,Legislative,2008,94.833
outlay,Total,Total,2006-08-01,Legislative,2009,109.872
outlay,Total,Total,2006-08-01,Legislative,2010,120.498
outlay,Total,Total,2006-08-01,Legislative,2011,128.29
outlay,Total,Total,2006-08-01,Legislative,2012,135.588
outlay,Total,Total,2006-08-01,Legislative,2013,145.001
outlay,Total,Total,2006-08-01,Legislative,2014,154.617
outlay,Total,Total,2006-08-01,Legislative,2015,164.778
outlay,Total,Total,2006-08-01,Legislative,2016,176.193
outlay,Total,Total,2007-01-01,Economic,2006,7.001
outlay,Total,Total,2007-01-01,Economic,2007,-7.93
outlay,Total,Total,2007-01-01,Economic,2008,-6.565
outlay,Total,Total,2007-01-01,Economic,2009,-8.39
outlay,Total,Total,2007-01-01,Economic,2010,-4.818
outlay,Total,Total,2007-01-01,Economic,2011,-3.309
outlay,Total,Total,2007-01-01,Economic,2012,-1.454
outlay,Total,Total,2007-01-01,Economic,2013,-0.547
outlay,Total,Total,2007-01-01,Economic,2014,0.041
outlay,Total,Total,2007-01-01,Economic,2015,1.764
outlay,Total,Total,2007-01-01,Economic,2016,2.73
outlay,Total,Total,2007-01-01,Legislative,2006,0.0
outlay,Total,Total,2007-01-01,Legislative,2007,-25.503
outlay,Total,Total,2007-01-01,Legislative,2008,-70.516
outlay,Total,Total,2007-01-01,Legislative,2009,-98.836
outlay,Total,Total,2007-01-01,Legislative,2010,-115.005
outlay,Total,Total,2007-01-01,Legislative,2011,-127.923
outlay,Total,Total,2007-01-01,Legislative,2012,-135.564
outlay,Total,Total,2007-01-01,Legislative,2013,-144.549
outlay,Total,Total,2007-01-01,Legislative,2014,-154.016
outlay,Total,Total,2007-01-01,Legislative,2015,-164.71
outlay,Total,Total,2007-01-01,Legislative,2016,-175.662
outlay,Total,Total,2007-03-01,Economic,2007,0.0
outlay,Total,Total,2007-03-01,Economic,2008,0.0
outlay,Total,Total,2007-03-01,Economic,2009,0.0
outlay,Total,Total,2007-03-01,Economic,2010,0.0
outlay,Total,Total,2007-03-01,Economic,2011,0.0
outlay,Total,Total,2007-03-01,Economic,2012,0.0
outlay,Total,Total,2007-03-01,Economic,2013,0.0
outlay,Total,Total,2007-03-01,Economic,2014,0.0
outlay,Total,Total,2007-03-01,Economic,2015,0.0
outlay,Total,Total,2007-03-01,Economic,2016,0.0
outlay,Total,Total,2007-03-01,Economic,2017,0.0
outlay,Total,Total,2007-03-01,Legislative,2007,8.482
outlay,Total,Total,2007-03-01,Legislative,2008,13.351
outlay,Total,Total,2007-03-01,Legislative,2009,14.413
outlay,Total,Total,2007-03-01,Legislative,2010,14.564
outlay,Total,Total,2007-03-01,Legislative,2011,15.101
outlay,Total,Total,2007-03-01,Legislative,2012,16.106
outlay,Total,Total,2007-03-01,Legislative,2013,17.292
outlay,Total,Total,2007-03-01,Legislative,2014,18.364
outlay,Total,Total,2007-03-01,Legislative,2015,19.578
outlay,Total,Total,2007-03-01,Legislative,2016,20.879
outlay,Total,Total,2007-03-01,Legislative,2017,22.211
outlay,Total,Total,2007-08-01,Economic,2007,4.116
outlay,Total,Total,2007-08-01,Economic,2008,6.128
outlay,Total,Total,2007-08-01,Economic,2009,12.286
outlay,Total,Total,2007-08-01,Economic,2010,13.929
outlay,Total,Total,2007-08-01,Economic,2011,13.079
outlay,Total,Total,2007-08-01,Economic,2012,10.664
outlay,Total,Total,2007-08-01,Economic,2013,7.786
outlay,Total,Total,2007-08-01,Economic,2014,3.889
outlay,Total,Total,2007-08-01,Economic,2015,-0.013
outlay,Total,Total,2007-08-01,Economic,2016,-3.184
outlay,Total,Total,2007-08-01,Economic,2017,-7.882
outlay,Total,Total,2007-08-01,Legislative,2007,28.521
outlay,Total,Total,2007-08-01,Legislative,2008,82.645
outlay,Total,Total,2007-08-01,Legislative,2009,111.584
outlay,Total,Total,2007-08-01,Legislative,2010,130.447
outlay,Total,Total,2007-08-01,Legislative,2011,143.421
outlay,Total,Total,2007-08-01,Legislative,2012,152.915
outlay,Total,Total,2007-08-01,Legislative,2013,163.626
outlay,Total,Total,2007-08-01,Legislative,2014,174.455
outlay,Total,Total,2007-08-01,Legislative,2015,185.703
outlay,Total,Total,2007-08-01,Legislative,2016,198.085
outlay,Total,Total,2007-08-01,Legislative,2017,209.922
outlay,Total,Total,2008-01-01,Economic,2007,-0.988
outlay,Total,Total,2008-01-01,Economic,2008,-15.917
outlay,Total,Total,2008-01-01,Economic,2009,-13.788
outlay,Total,Total,2008-01-01,Economic,2010,-5.131
outlay,Total,Total,2008-01-01,Economic,2011,-2.451
outlay,Total,Total,2008-01-01,Economic,2012,-0.175
outlay,Total,Total,2008-01-01,Economic,2013,3.061
outlay,Total,Total,2008-01-01,Economic,2014,7.878
outlay,Total,Total,2008-01-01,Economic,2015,10.176
outlay,Total,Total,2008-01-01,Economic,2016,11.049
outlay,Total,Total,2008-01-01,Economic,2017,12.963
outlay,Total,Total,2008-01-01,Legislative,2007,0.0
outlay,Total,Total,2008-01-01,Legislative,2008,-9.955
outlay,Total,Total,2008-01-01,Legislative,2009,-29.189
outlay,Total,Total,2008-01-01,Legislative,2010,-45.114
outlay,Total,Total,2008-01-01,Legislative,2011,-53.608
outlay,Total,Total,2008-01-01,Legislative,2012,-55.76
outlay,Total,Total,2008-01-01,Legislative,2013,-58.03
outlay,Total,Total,2008-01-01,Legislative,2014,-66.317
outlay,Total,Total,2008-01-01,Legislative,2015,-70.72
outlay,Total,Total,2008-01-01,Legislative,2016,-76.588
outlay,Total,Total,2008-01-01,Legislative,2017,-81.11
outlay,Total,Total,2008-03-01,Economic,2008,-10.405
outlay,Total,Total,2008-03-01,Economic,2009,-35.23
outlay,Total,Total,2008-03-01,Economic,2010,-33.73
outlay,Total,Total,2008-03-01,Economic,2011,-32.391
outlay,Total,Total,2008-03-01,Economic,2012,-23.841
outlay,Total,Total,2008-03-01,Economic,2013,-23.592
outlay,Total,Total,2008-03-01,Economic,2014,-22.513
outlay,Total,Total,2008-03-01,Economic,2015,-21.46
outlay,Total,Total,2008-03-01,Economic,2016,-22.412
outlay,Total,Total,2008-03-01,Economic,2017,-23.855
outlay,Total,Total,2008-03-01,Economic,2018,-25.532
outlay,Total,Total,2008-03-01,Legislative,2008,39.142
outlay,Total,Total,2008-03-01,Legislative,2009,8.222
outlay,Total,Total,2008-03-01,Legislative,2010,6.189
outlay,Total,Total,2008-03-01,Legislative,2011,7.11
outlay,Total,Total,2008-03-01,Legislative,2012,7.35
outlay,Total,Total,2008-03-01,Legislative,2013,7.725
outlay,Total,Total,2008-03-01,Legislative,2014,8.078
outlay,Total,Total,2008-03-01,Legislative,2015,8.349
outlay,Total,Total,2008-03-01,Legislative,2016,8.67
outlay,Total,Total,2008-03-01,Legislative,2017,9.055
outlay,Total,Total,2008-03-01,Legislative,2018,9.622
outlay,Total,Total,2008-09-01,Economic,2008,10.276
outlay,Total,Total,2008-09-01,Economic,2009,33.359
outlay,Total,Total,2008-09-01,Economic,2010,53.331
outlay,Total,Total,2008-09-01,Economic,2011,69.772
outlay,Total,Total,2008-09-01,Economic,2012,67.131
outlay,Total,Total,2008-09-01,Economic,2013,71.81
outlay,Total,Total,2008-09-01,Economic,2014,76.752
outlay,Total,Total,2008-09-01,Economic,2015,81.124
outlay,Total,Total,2008-09-01,Economic,2016,86.387
outlay,Total,Total,2008-09-01,Economic,2017,92.073
outlay,Total,Total,2008-09-01,Economic,2018,96.1
outlay,Total,Total,2008-09-01,Legislative,2008,37.017
outlay,Total,Total,2008-09-01,Legislative,2009,120.719
outlay,Total,Total,2008-09-01,Legislative,2010,124.848
outlay,Total,Total,2008-09-01,Legislative,2011,136.222
outlay,Total,Total,2008-09-01,Legislative,2012,143.923
outlay,Total,Total,2008-09-01,Legislative,2013,155.585
outlay,Total,Total,2008-09-01,Legislative,2014,172.53
outlay,Total,Total,2008-09-01,Legislative,2015,186.04
outlay,Total,Total,2008-09-01,Legislative,2016,196.6
outlay,Total,Total,2008-09-01,Legislative,2017,204.326
outlay,Total,Total,2008-09-01,Legislative,2018,216.982
outlay,Total,Total,2009-01-01,Economic,2008,1.032
outlay,Total,Total,2009-01-01,Economic,2009,-23.947
outlay,Total,Total,2009-01-01,Economic,2010,-59.896
outlay,Total,Total,2009-01-01,Economic,2011,-111.045
outlay,Total,Total,2009-01-01,Economic,2012,-95.721
outlay,Total,Total,2009-01-01,Economic,2013,-62.133
outlay,Total,Total,2009-01-01,Economic,2014,-53.299
outlay,Total,Total,2009-01-01,Economic,2015,-48.169
outlay,Total,Total,2009-01-01,Economic,2016,-44.605
outlay,Total,Total,2009-01-01,Economic,2017,-41.068
outlay,Total,Total,2009-01-01,Economic,2018,-40.245
outlay,Total,Total,2009-01-01,Legislative,2008,1.843
outlay,Total,Total,2009-01-01,Legislative,2009,179.074
outlay,Total,Total,2009-01-01,Legislative,2010,-51.111
outlay,Total,Total,2009-01-01,Legislative,2011,-85.365
outlay,Total,Total,2009-01-01,Legislative,2012,-97.615
outlay,Total,Total,2009-01-01,Legislative,2013,-111.735
outlay,Total,Total,2009-01-01,Legislative,2014,-124.301
outlay,Total,Total,2009-01-01,Legislative,2015,-134.118
outlay,Total,Total,2009-01-01,Legislative,2016,-146.296
outlay,Total,Total,2009-01-01,Legislative,2017,-157.69
outlay,Total,Total,2009-01-01,Legislative,2018,-179.649
outlay,Total,Total,2009-03-01,Economic,2009,-1.486
outlay,Total,Total,2009-03-01,Economic,2010,5.938
outlay,Total,Total,2009-03-01,Economic,2011,-12.612
outlay,Total,Total,2009-03-01,Economic,2012,-67.438
outlay,Total,Total,2009-03-01,Economic,2013,-126.136
outlay,Total,Total,2009-03-01,Economic,2014,-149.811
outlay,Total,Total,2009-03-01,Economic,2015,-172.327
outlay,Total,Total,2009-03-01,Economic,2016,-190.331
outlay,Total,Total,2009-03-01,Economic,2017,-206.108
outlay,Total,Total,2009-03-01,Economic,2018,-220.2
outlay,Total,Total,2009-03-01,Economic,2019,-237.969
outlay,Total,Total,2009-03-01,Legislative,2009,134.28
outlay,Total,Total,2009-03-01,Legislative,2010,249.573
outlay,Total,Total,2009-03-01,Legislative,2011,170.846
outlay,Total,Total,2009-03-01,Legislative,2012,101.695
outlay,Total,Total,2009-03-01,Legislative,2013,96.88
outlay,Total,Total,2009-03-01,Legislative,2014,101.467
outlay,Total,Total,2009-03-01,Legislative,2015,92.395
outlay,Total,Total,2009-03-01,Legislative,2016,85.762
outlay,Total,Total,2009-03-01,Legislative,2017,90.639
outlay,Total,Total,2009-03-01,Legislative,2018,97.84
outlay,Total,Total,2009-03-01,Legislative,2019,104.015
outlay,Total,Total,2009-08-01,Economic,2009,14.28
outlay,Total,Total,2009-08-01,Economic,2010,18.044
outlay,Total,Total,2009-08-01,Economic,2011,5.349
outlay,Total,Total,2009-08-01,Economic,2012,-10.437
outlay,Total,Total,2009-08-01,Economic,2013,0.363
outlay,Total,Total,2009-08-01,Economic,2014,15.735
outlay,Total,Total,2009-08-01,Economic,2015,26.097
outlay,Total,Total,2009-08-01,Economic,2016,31.204
outlay,Total,Total,2009-08-01,Economic,2017,35.036
outlay,Total,Total,2009-08-01,Economic,2018,39.95
outlay,Total,Total,2009-08-01,Economic,2019,43.323
outlay,Total,Total,2009-08-01,Legislative,2009,31.381
outlay,Total,Total,2009-08-01,Legislative,2010,87.282
outlay,Total,Total,2009-08-01,Legislative,2011,97.218
outlay,Total,Total,2009-08-01,Legislative,2012,110.733
outlay,Total,Total,2009-08-01,Legislative,2013,119.755
outlay,Total,Total,2009-08-01,Legislative,2014,128.921
outlay,Total,Total,2009-08-01,Legislative,2015,137.393
outlay,Total,Total,2009-08-01,Legislative,2016,147.875
outlay,Total,Total,2009-08-01,Legislative,2017,159.183
outlay,Total,Total,2009-08-01,Legislative,2018,171.271
outlay,Total,Total,2009-08-01,Legislative,2019,184.656
outlay,Total,Total,2010-01-01,Economic,2009,1.567
outlay,Total,Total,2010-01-01,Economic,2010,-5.346
outlay,Total,Total,2010-01-01,Economic,2011,-0.585
outlay,Total,Total,2010-01-01,Economic,2012,4.537
outlay,Total,Total,2010-01-01,Economic,2013,-4.73
outlay,Total,Total,2010-01-01,Economic,2014,-12.065
outlay,Total,Total,2010-01-01,Economic,2015,-10.805
outlay,Total,Total,2010-01-01,Economic,2016,-9.069
outlay,Total,Total,2010-01-01,Economic,2017,-1.995
outlay,Total,Total,2010-01-01,Economic,2018,2.175
outlay,Total,Total,2010-01-01,Economic,2019,10.167
